iteration	loss	baseline	error	formula	error	
43	0.85888988	0.17807721	0.18653093	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
44	0.38364419	0.17582490	0.13303107	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
45	1.10746562	0.17625995	0.18452604	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
46	0.43912098	0.17579478	0.16695662	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
47	0.96820003	0.17794649	0.21882935	0.00000000	(((((0.8162*((x0)**2)+0.8241*((x1)**2)+-0.8164*((x2)**2)+-0.1464))*((-0.0094*(0)+0.1039*(0)+0.1032*(0)+0.5487))))-((0.3277*(x0)+0.0311*(x1)+-0.8688*(x2)+0.0400)))	
48	9.71507072	0.20381764	0.69536918	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
49	0.70728439	0.20433608	0.21418647	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
50	1.05879116	0.20532246	0.22406362	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
51	0.52769136	0.20259391	0.15075150	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
52	0.76176482	0.20086680	0.16805212	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
53	0.62644285	0.19881381	0.15980688	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
54	1.04561436	0.19903442	0.20322619	0.00000000	(((((0.5284*(x0)+0.1724*(x1)+-0.8962*(x2)+0.0230))-((0.5342*((x0)**2)+0.5344*((x1)**2)+-0.5342*((x2)**2)+0.0172))))*((-0.1203*(1)+-0.3552*(1)+-0.2355*(1)+-0.1313)))	
