iteration	loss	baseline	error	formula	error	
29	0.00895069	0.08372359	0.08555984	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
30	0.00416334	0.08380450	0.08534177	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
31	0.00399941	0.08386070	0.08492856	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
32	0.00867511	0.08390200	0.08468691	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
33	0.00732633	0.08399706	0.08580329	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
34	0.00911046	0.08404273	0.08491042	0.00071606	(((((0.9556*(sin(x0))+-0.5456*(sin(x1))+0.6492*(sin(x2))+-0.4510))*((1.8413*((x0)**3)+-3.1797*((x1)**3)+2.9477*((x2)**3)+1.8005))))*((2.9082*(sin(x0))+-4.0810*(sin(x1))+1.0777*(sin(x2))+0.0083)))	
35	0.01502731	0.08409905	0.08516904	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
36	0.04248137	0.08404590	0.08303615	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
37	0.01119464	0.08394215	0.08197085	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
38	0.01461355	0.08391768	0.08345284	0.00070282	(((((1.3768*((x0)**4)+1.1379*((x1)**4)+-2.3688*((x2)**4)+-1.6538))*((-0.9656*(x0)+0.2311*(x1)+-0.7167*(x2)+0.7410))))*((1.8427*(sin(x0))+-3.2167*(sin(x1))+0.9150*(sin(x2))+0.0065)))	
